Batch	Roundtrip	Avis id	Start date	End date	Pages		Resource
400027107573	1	dagbladetkoege	1876-10-01	1890-09-30	7301	dagbladetkoege_1876-10-01_1890-09-30_B400027107573-RT1.zip
400026957751	1	lyna	1797-01-01	1848-12-31	21549	lyna_1797-01-01_1848-12-31_B400026957751-RT1.zip
400026952407	1	allgemeineswochenblatt	1827-01-01	1840-03-25	4800	allgemeineswochenblatt_1827-01-01_1840-03-25_B400026952407-RT1.zip
400026954329	2	aarhusstiftstidende	1848-01-01	1865-12-31	21153	aarhusstiftstidende_1848-01-01_1865-12-31_B400026954329-RT2.zip
400026954302	1	aarhusdagblad	1869-01-01	1869-12-31	104	aarhusdagblad_1869-01-01_1869-12-31_B400026954302-RT1.zip
400027101575	2	adresseavisen1759	1877-01-01	1880-06-30	7730	adresseavisen1759_1877-01-01_1880-06-30_B400027101575-RT2.zip
400027048372	1	dagensnyheder1868	1868-01-01	1876-12-31	11766	dagensnyheder1868_1868-01-01_1876-12-31_B400027048372-RT1.zip
400027101435	1	adresseavisen1759	1827-01-01	1830-12-31	13101	adresseavisen1759_1827-01-01_1830-12-31_B400027101435-RT1.zip
400027101028	1	morgenpostenkoebenhavn1844	1844-01-01	1858-12-31	16531	morgenpostenkoebenhavn1844_1844-01-01_1858-12-31_B400027101028-RT1.zip
400026959193	1	horsensavis1828	1828-01-01	1836-12-31	4794	horsensavis1828_1828-01-01_1836-12-31_B400026959193-RT1.zip
400027045918	1	berlingsketidende	1810-01-01	1833-12-31	25527	berlingsketidende_1810-01-01_1833-12-31_B400027045918-RT1.zip
400027101346	2	adresseavisen1759	1874-01-01	1876-12-31	6842	adresseavisen1759_1874-01-01_1876-12-31_B400027101346-RT2.zip
400027101291	2	adresseavisen1759	1868-01-01	1870-12-31	5960	adresseavisen1759_1868-01-01_1870-12-31_B400027101291-RT2.zip
400027045950	1	berlingsketidende	1859-05-01	1864-04-30	12736	berlingsketidende_1859-05-01_1864-04-30_B400027045950-RT1.zip
400027107794	1	naestvedtidende	1881-01-01	1892-12-31	5414	naestvedtidende_1881-01-01_1892-12-31_B400027107794-RT1.zip
400027049964	1	flyveposten	1857-01-01	1870-03-31	16267	flyveposten_1857-01-01_1870-03-31_B400027049964-RT1.zip
400027107530	1	oestsjaellandsavis	1866-01-01	1880-12-31	15681	oestsjaellandsavis_1866-01-01_1880-12-31_B400027107530-RT1.zip
400026957387	1	dannevirke1867	1867-01-01	1878-12-31	13563	dannevirke1867_1867-01-01_1878-12-31_B400026957387-RT1.zip
400027109347	2	sjaellandstidendeslagelse	1815-01-03	1829-12-31	12029	sjaellandstidendeslagelse_1815-01-03_1829-12-31_B400027109347-RT2.zip
400027101508	1	adresseavisen1759	1831-01-01	1834-12-31	14514	adresseavisen1759_1831-01-01_1834-12-31_B400027101508-RT1.zip
