Batch	Roundtrip	Avis id	Start date	End date	Pages		Resource
400027044865	3	viborgstiftstidende	1773-01-01	1815-12-31	23720	viborgstiftstidende_1773-01-01_1815-12-31_B400027044865-RT3.zip
400027105600	3	aeroeavis	1859-01-01	1881-12-31	13235	aeroeavis_1859-01-01_1881-12-31_B400027105600-RT3.zip
400026954231	2	aarhusamtstidende	1866-01-01	1881-12-31	18324	aarhusamtstidende_1866-01-01_1881-12-31_B400026954231-RT2.zip
400027041866	3	midtjyllandsavis1857	1857-01-01	1880-12-31	14552	midtjyllandsavis1857_1857-01-01_1880-12-31_B400027041866-RT3.zip
400027105856	1	isefjordsposten1861	1861-01-01	1864-06-30	1494	isefjordsposten1861_1861-01-01_1864-06-30_B400027105856-RT1.zip
400027045942	1	berlingsketidende	1864-05-01	1869-04-30	13541	berlingsketidende_1864-05-01_1869-04-30_B400027045942-RT1.zip
400027108685	1	sjaellandspostenringsted	1853-01-01	1872-12-31	15207	sjaellandspostenringsted_1853-01-01_1872-12-31_B400027108685-RT1.zip
400027130389	1	lollandfalstersstiftstidende	1839-01-01	1853-12-31	11559	lollandfalstersstiftstidende_1839-01-01_1853-12-31_B400027130389-RT1.zip
400027048429	1	nationaltidende	1881-01-01	1881-12-31	2742	nationaltidende_1881-01-01_1881-12-31_B400027048429-RT1.zip
400027049999	1	extraordinairesmaanedligerelationer	1672-01-01	1698-12-31	2796	extraordinairesmaanedligerelationer_1672-01-01_1698-12-31_B400027049999-RT1.zip
400026959177	1	horsensavis1828	1852-01-01	1866-12-31	14502	horsensavis1828_1852-01-01_1866-12-31_B400026959177-RT1.zip
400026958219	1	vendsysseltidendehjoerring	1873-01-01	1881-12-31	10872	vendsysseltidendehjoerring_1873-01-01_1881-12-31_B400026958219-RT1.zip
400027048755	1	dagstelegraphen	1864-01-01	1869-12-31	8700	dagstelegraphen_1864-01-01_1869-12-31_B400027048755-RT1.zip
400027042153	2	skanderborgavis1868	1868-01-01	1874-12-31	6095	skanderborgavis1868_1868-01-01_1874-12-31_B400027042153-RT2.zip
400026955198	1	jyllandsposten1838	1838-01-01	1841-12-31	1137	jyllandsposten1838_1838-01-01_1841-12-31_B400026955198-RT1.zip
400027130133	3	lollandfalstersfolketidende	1873-01-01	1881-12-31	8900	lollandfalstersfolketidende_1873-01-01_1881-12-31_B400027130133-RT3.zip
400027109355	2	sjaellandstidendeslagelse	1874-01-01	1881-12-31	8976	sjaellandstidendeslagelse_1874-01-01_1881-12-31_B400027109355-RT2.zip
400026952008	2	berlingsketidende	1797-07-01	1809-12-31	19439	berlingsketidende_1797-07-01_1809-12-31_B400026952008-RT2.zip
400027045217	1	aktuelt	1871-01-01	1881-12-31	11970	aktuelt_1871-01-01_1881-12-31_B400027045217-RT1.zip
400027105971	1	helsingoersavis	1798-01-01	1802-12-31	3117	helsingoersavis_1798-01-01_1802-12-31_B400027105971-RT1.zip
