Batch	Roundtrip	Avis id	Start date	End date	Pages		Resource
400026957875	2	herningfolkeblad	1869-01-01	1881-12-31	9296	herningfolkeblad_1869-01-01_1881-12-31_B400026957875-RT2.zip
400027103713	2	fyensstiftstidende	1820-01-01	1831-12-31	9533	fyensstiftstidende_1820-01-01_1831-12-31_B400027103713-RT2.zip
400027130737	2	bornholmsavis	1873-01-01	1881-12-30	5858	bornholmsavis_1873-01-01_1881-12-30_B400027130737-RT2.zip
400027048331	2	dagen1803	1803-01-01	1816-12-31	13067	dagen1803_1803-01-01_1816-12-31_B400027048331-RT2.zip
400027044830	1	viborgstiftstidende	1867-01-01	1881-12-31	19065	viborgstiftstidende_1867-01-01_1881-12-31_B400027044830-RT1.zip
400027103705	1	fyensstiftstidende	1832-01-01	1843-12-31	11085	fyensstiftstidende_1832-01-01_1843-12-31_B400027103705-RT1.zip
400027103659	1	fyensstiftstidende	1796-01-01	1807-12-31	7842	fyensstiftstidende_1796-01-01_1807-12-31_B400027103659-RT1.zip
400027101567	2	adresseavisen1759	1803-01-01	1806-12-31	13911	adresseavisen1759_1803-01-01_1806-12-31_B400027101567-RT2.zip
400027045985	1	berlingsketidende	1881-03-01	1881-12-31	3111	berlingsketidende_1881-03-01_1881-12-31_B400027045985-RT1.zip
400027042935	1	thistedamtsavis	1877-01-01	1891-12-31	8514	thistedamtsavis_1877-01-01_1891-12-31_B400027042935-RT1.zip
400027108499	2	dagbladetringsted	1871-01-01	1881-12-31	13716	dagbladetringsted_1871-01-01_1881-12-31_B400027108499-RT2.zip
400027101011	1	morgenpostenkoebenhavn1844	1859-01-01	1872-12-31	8809	morgenpostenkoebenhavn1844_1859-01-01_1872-12-31_B400027101011-RT1.zip
400026953225	1	aalborgstiftsadresseavis	1818-01-01	1827-03-31	6417	aalborgstiftsadresseavis_1818-01-01_1827-03-31_B400026953225-RT1.zip
400026955236	3	morgenavisenjyllandsposten	1871-09-01	1880-12-31	11456	morgenavisenjyllandsposten_1871-09-01_1880-12-31_B400026955236-RT3.zip
400027130745	2	bornholmsavis	1858-01-01	1872-12-31	8548	bornholmsavis_1858-01-01_1872-12-31_B400027130745-RT2.zip
400027107549	1	oestsjaellandsavis	1851-01-01	1865-12-31	10096	oestsjaellandsavis_1851-01-01_1865-12-31_B400027107549-RT1.zip
400027132349	1	forposten1827	1843-01-01	1844-12-31	404	forposten1827_1843-01-01_1844-12-31_B400027132349-RT1.zip
400027100331	1	faedrelandet1834	1873-01-01	1878-12-31	7293	faedrelandet1834_1873-01-01_1878-12-31_B400027100331-RT1.zip
400027132489	1	faedrelandet1834	1852-01-01	1858-12-31	8803	faedrelandet1834_1852-01-01_1858-12-31_B400027132489-RT1.zip
400027130435	1	lollandfalstersstiftstidende	1875-01-01	1881-12-30	7897	lollandfalstersstiftstidende_1875-01-01_1881-12-30_B400027130435-RT1.zip
