Batch	Roundtrip	Avis id	Start date	End date	Pages		Resource
400026951982	2	berlingsketidende	1768-01-01	1783-12-31	16269	berlingsketidende_1768-01-01_1783-12-31_B400026951982-RT2.zip
400027103748	2	fyensstiftstidende	1877-01-01	1881-12-31	6285	fyensstiftstidende_1877-01-01_1881-12-31_B400027103748-RT2.zip
400027105848	2	isefjordsposten1866	1867-01-01	1881-12-31	9024	isefjordsposten1866_1867-01-01_1881-12-31_B400027105848-RT2.zip
400027101583	1	adresseavisen1759	1807-01-01	1810-12-31	15222	adresseavisen1759_1807-01-01_1810-12-31_B400027101583-RT1.zip
400026953284	1	aalborgstiftstidende	1858-01-01	1865-06-30	9409	aalborgstiftstidende_1858-01-01_1865-06-30_B400026953284-RT1.zip
400027103667	2	fyensstiftstidende	1784-01-01	1795-12-31	5255	fyensstiftstidende_1784-01-01_1795-12-31_B400027103667-RT2.zip
400027132713	1	stcroixavisdvi	1808-01-01	1832-12-31	10473	stcroixavisdvi_1808-01-01_1832-12-31_B400027132713-RT1.zip
400027102792	1	middelfartavis1857	1873-01-01	1881-06-30	9611	middelfartavis1857_1873-01-01_1881-06-30_B400027102792-RT1.zip
400027100382	1	folketsavis1860	1872-01-01	1881-12-31	14211	folketsavis1860_1872-01-01_1881-12-31_B400027100382-RT1.zip
400027101478	2	adresseavisen1759	1859-01-01	1861-12-31	6295	adresseavisen1759_1859-01-01_1861-12-31_B400027101478-RT2.zip
400026951990	3	berlingsketidende	1784-01-01	1797-06-30	17512	berlingsketidende_1784-01-01_1797-06-30_B400026951990-RT3.zip
400026959185	1	horsensavis1828	1837-01-01	1851-12-31	10445	horsensavis1828_1837-01-01_1851-12-31_B400026959185-RT1.zip
400027103683	1	fyensstiftstidende	1853-01-01	1861-12-31	12037	fyensstiftstidende_1853-01-01_1861-12-31_B400027103683-RT1.zip
400026955228	1	morgenavisenjyllandsposten	1881-01-01	1881-12-31	1416	morgenavisenjyllandsposten_1881-01-01_1881-12-31_B400026955228-RT1.zip
400027109320	1	sjaellandstidendeslagelse	1845-01-01	1859-12-31	12350	sjaellandstidendeslagelse_1845-01-01_1859-12-31_B400027109320-RT1.zip
400027108677	1	sjaellandspostenringsted	1873-01-01	1881-12-31	10052	sjaellandspostenringsted_1873-01-01_1881-12-31_B400027108677-RT1.zip
400026958820	2	holstebroavis	1856-01-01	1881-12-31	14723	holstebroavis_1856-01-01_1881-12-31_B400026958820-RT2.zip
400027102784	2	middelfartavis1857	1857-01-01	1872-12-31	13047	middelfartavis1857_1857-01-01_1872-12-31_B400027102784-RT2.zip
400027101613	1	adresseavisen1759	1815-01-01	1818-12-31	14826	adresseavisen1759_1815-01-01_1818-12-31_B400027101613-RT1.zip
400027040312	1	lemvigfolkeblad	1880-01-01	1881-12-31	2440	lemvigfolkeblad_1880-01-01_1881-12-31_B400027040312-RT1.zip
